ell,C_ell_TT_LCDM,C_ell_TT_obs,sigma_TT,C_ell_TE_LCDM,C_ell_TE_obs,sigma_TE,C_ell_EE_LCDM,C_ell_EE_obs,sigma_EE
87,1087.7739694866507,1010.4897701345703,154.02713392913134,-58.141053401985715,-49.11373053407303,8.233083601021217,2.156488188674114,1.8101065224816781,0.3239468884306386
88,1080.8633879396255,1220.1706266511778,152.18146868750338,-59.43578863360242,-64.67191636103298,8.368735500027661,2.2148659743066834,2.5309010603581306,0.33047865497602935
89,1074.6110989331844,1124.0728665914817,150.45353826941903,-60.6852877336549,-71.89466177417724,8.496795813866807,2.276863265450438,3.0612836516172033,0.3374325261927489
90,1069.0447565678955,990.1926080149483,148.84498305505477,-61.88760653032694,-63.63671672927365,8.61712832016229,2.3425605613445826,2.336696632583928,0.3448137761733359
91,1064.1914469399512,1139.8251789370538,147.35735625836722,-63.04084138284282,-70.024861119398,8.729603855800976,2.4120348462250982,2.5901190536004837,0.3526272694554243
92,1060.0776515099442,1074.2502088347726,145.9921209384588,-64.1431315411172,-64.70431401446656,8.834100452421083,2.4853594424901493,2.515860253102517,0.36087743322551197
93,1056.7292111478196,1196.9412004143858,144.75064717924175,-65.1926614700833,-54.14171592007438,8.930503465395228,2.562603867151887,2.298885643370845,0.36956823051614446
94,1054.1712908881473,953.3324497681102,143.63420943438427,-66.18766313593547,-70.31193217753321,9.018705696166794,2.6438336917835943,1.9543060667813654,0.3787031348435458
95,1052.428345429471,1005.6893114213717,142.64398403479652,-67.12641825155762,-67.5160513902687,9.098607507804681,2.7291104061683535,2.455069074014283,0.38828510664949634
96,1051.5240854110698,995.9305809791553,141.78104685616438,-68.00726047844991,-67.47518521544681,9.170116933648986,2.8184912858523914,2.264051195427747,0.39831657182562746
97,1051.4814444999813,845.0579719505838,141.04637114424793,-68.82857758250888,-60.99488817004022,9.233149778927121,2.9120292638029515,3.6086651751376975,0.4087994025147704
98,1052.3225473206346,1093.9099234776445,140.4408254958536,-69.58881354106104,-90.45708968620323,9.287629715227077,3.0097728063669993,2.961457250463881,0.4197349003059433
99,1054.068678258894,1090.6073243293756,139.9651719935518,-70.28647059859722,-75.94910074248254,9.333488367721856,3.1117657937231864,2.9626317443624943,0.43112378186983435
100,1056.740251171699,1057.454192317898,139.6200644923505,-70.92011126870645,-68.94024248492556,9.370665395046366,3.2180474050155468,3.611912466674448,0.44296616702165825
101,1060.35678003288,1027.6539150786975,139.4060470566587,-71.48836027975938,-60.20868788564914,9.399108561735435,3.3286520083529147,2.8179618410720786,0.45526156914903854
102,1064.9368505450361,867.74237059294,139.3235525459747,-71.9899064619478,-76.6230243482193,9.418773803139201,3.4436090558535684,3.0847098702533415,0.46800888790418954
103,1070.4980927466488,1011.8715336744519,139.37290134781665,-72.4235045733436,-90.11869341462948,9.429625282739602,3.562942983909771,3.59569979580917,0.48120640403158627
104,1077.0571546428555,1029.2298701012228,139.55430025648434,-72.78797706270164,-66.94308462523861,9.431635441799505,3.6866731188417603,4.195761281530438,0.4948517761837537
105,1084.6296768875163,972.4168869599459,139.86784149629574,-73.08221576679239,-79.0703697047905,9.424785041283767,3.8148135881054683,4.070142198214186,0.5089420395675034
106,1093.230268543361,1070.5997055350083,140.31350188798046,-73.30518354011639,-84.49883231767117,9.409063195999481,3.947373237212692,4.077364895090429,0.5234736062596753
107,1102.8724839461559,1159.7996706522488,140.89114215694588,-73.45591581491908,-79.3150647715918,9.384467400910832,4.084355552516697,4.126417442972722,0.5384422670337768
108,1113.5688006978985,1380.653679440174,141.6005063821461,-73.53352208949418,-75.25901936392378,9.351003549592116,4.225758590010185,4.447426494806834,0.5538431945456223
109,1125.3305988131326,1150.1976757344144,142.4412215842964,-73.53718734283571,-79.16656550180991,9.30868594479099,4.371574910276395,4.486450711855069,0.5696709477358672
110,1138.1681410414758,1175.104163059927,143.41279745217116,-73.46617337377297,-93.8842834173697,9.25753730108279,4.521791519727684,3.918310702837037,0.5859194773192754
111,1152.09055438846,1141.3320306989701,144.51462620571817,-73.31982006279793,-65.06897411162831,9.19758873960529,4.6763898182593024,4.704156333883132,0.6025821322435927
112,1167.1058128557268,887.4526167075386,145.7459825947014,-73.09754655487347,-61.459365575053894,9.128879774872901,4.835345553439177,4.170032586086293,0.6196516670144404
113,1183.220721420552,1179.3203706215497,147.10602403156398,-72.79885236159049,-66.90162822956661,9.05145829367846,4.998628781347719,5.0502881113347895,0.6371202497960347
114,1200.4409012735819,1209.3907364928423,148.59379085717308,-72.42331838112372,-82.62310333557446,8.965380526100926,5.166203834174194,4.851389299619891,0.6549794712103321
115,1218.7707763324875,1588.769956810594,150.20820673806855,-71.97060783452025,-73.7579810028578,8.870711008647689,5.338029294669008,7.047592689113859,0.6732203537691875
116,1238.2135610481369,1208.9846819377785,151.94807919380233,-71.44046711693993,-71.49764289520185,8.767522539571315,5.5140579775436676,5.486457711912392,0.6918333618849696
117,1258.771249518652,1305.152879568667,153.81210025290585,-70.83272656255397,-65.64962452542748,8.65589612641252,5.694236917902494,4.696091621158008,0.7108084124148273
118,1280.4446059255222,1275.0365522199247,155.79884723597414,-70.14730112189744,-64.44239955866655,8.535920925834162,5.8785073667821965,5.780537713996091,0.7301348857022881
119,1303.2331563047014,1118.6909662450928,157.90678366430214,-69.38419095056025,-75.55689972259373,8.407694175825274,6.06680479386755,6.45622083158239,0.7498016370871936
120,1327.1351816643726,1510.1402677120745,160.13426029245286,-68.54348190819472,-67.86527033065472,8.271321120370382,6.259058897443252,7.547209457927569,0.7697970088611584
121,1352.1477124597438,1474.3214278729172,162.4795162630742,-67.62534596690982,-63.90906702095588,8.126914926697644,6.455193621633638,5.989462068120312,0.7901088426508157
122,1378.2665244339819,1508.7398719833363,164.94068038222275,-66.6300415282161,-55.02044579474938,7.974596595240498,6.65512718097375,5.3722140652661565,0.8107244922152951
123,1405.486135833049,1253.1493938291253,167.51577251338728,-65.55791364778146,-60.05255091174256,7.814494862472965,6.858772092346579,7.5380789395676375,0.8316308366475833
124,1433.7998060008579,1672.5591924047092,170.20270508833516,-64.40939416735476,-58.37567802300477,7.646746096809259,7.066035214312767,5.888640903682359,0.8528142939719568
125,1463.1995353598454,1220.6803041948053,172.99928473284285,-63.18500175331038,-62.55869158995364,7.471494187795805,7.276817793850467,6.8955041733109885,0.8742608351314912
126,1493.6760667806664,1596.9061157419421,175.90321400529714,-61.885341841366476,-51.60465967757871,7.288890428871266,7.491015520514055,7.260198901219834,0.8959559983608955
127,1525.218888343353,1917.1178895196833,178.91209324608678,-60.51110648712797,-57.60216212921243,7.099093394030503,7.708518588011794,7.644603092418364,0.9178849039407085
128,1557.8162374908889,1377.515425444733,182.02342253563236,-59.06307412220579,-65.00653434623798,6.902268808807416,7.9292117631934875,8.577048591718146,0.9400322693292659
129,1591.4551065747482,1486.5571710222541,185.23460375882934,-57.54210921576296,-48.14150998701542,6.698589416095987,8.152974462430226,7.495056844256687,0.9623824246688739
130,1626.1212497905603,1644.9098114155918,188.5429427736111,-55.949161841441274,-51.42100151536913,6.488234837470159,8.37968083535943,8.110079604080076,0.9849193286624284
131,1661.7991915006382,1565.159228965654,191.94565168126363,-54.285267149719736,-57.06376962731692,6.27139143085608,8.609199855959227,8.594820668952712,1.0076265848162549
132,1698.4722359386947,1395.410805715968,195.43985119605338,-52.55154474586227,-55.45163911477331,6.048252145680191,8.841395420907201,8.995554239879365,1.0304874580443544
133,1736.1224782906684,1749.7680579567539,199.02257311165897,-50.749197973708746,-49.023420019517566,5.819016376997913,9.076126455169565,9.179185905715066,1.0534848916285315
134,1774.730817144149,1559.4116670180526,202.69076286182712,-48.87951310566887,-46.2931402422905,5.583889820658317,9.313247024757626,9.782651507065285,1.0766015245280425
135,1814.276968297484,1912.0459969050494,206.44128217260092,-46.943858439378154,-45.8897092259868,5.343084332367333,9.552606456579433,10.480677780542925,1.099819709031539
136,1854.7394799182402,1661.4113078517507,210.27091180340523,-44.94368330157666,-43.35699971512252,5.096817794719254,9.794049465305497,10.235025293512138,1.1231215287431757
137,1896.0957490392555,2228.0550494250524,214.17635437419727,-42.880516959873916,-34.643689696651876,4.845313998108103,10.037416287158289,10.55744701736652,1.146488816893785
138,1938.3220393791564,1767.4520147957583,218.15423727583465,-40.75596744316159,-35.83886749985628,4.588802544302446,10.28254282052659,8.431494914243343,1.1699031749671271
139,1981.3935004727894,1909.8310722604988,222.20111566073973,-38.57172027153807,-37.746741169047844,4.327518786055691,10.529260773296564,10.589199796764738,1.1933459916302624
140,2025.2841880956046,2209.3940969464725,226.31347551087717,-36.329537096708876,-32.50621231156247,4.061703823650974,10.777397816782688,11.360861863687422,1.216798461956174
141,2069.9670859647304,1786.2679553865992,230.4877367800058,-34.03125425392296,-37.94617662788721,3.7916045919994836,11.026777746133,11.930840944641552,1.2402416069259155
142,2115.4141286980066,2168.8035829161213,234.72025660709568,-31.678781226607057,-30.279083137062436,3.5174740941379037,11.277220647074332,10.402327234114214,1.2636562931966657
143,2161.5962260109623,2474.012929036482,239.0073325977504,-29.274099024955714,-23.41272105691762,3.2395718773123763,11.528543068854578,10.680344197352719,1.2870232531212584
144,2208.4832881303823,1817.3099490005884,243.34520617041903,-26.819258479830037,-27.46427419947341,2.9581649243278205,11.78055820323077,11.028300823808284,1.3103231050039803
145,2256.0442524017303,2301.783610355148,247.7300659641209,-24.316378453415485,-26.58255258490487,2.673529285432574,12.033076069343151,12.748403516140378,1.3335363735766823
146,2304.2471110664624,2369.778650031678,252.1580513043644,-21.767643968181666,-23.323497472873193,2.3859530991985154,12.285903704307298,13.688511728283688,1.3566435106785202
147,2353.0589401839234,2553.694434584557,256.6252557238836,-19.175304255780475,-21.45889439771971,2.0957423863623905,12.538845359348295,11.97670324300305,1.3796249161220222
148,2402.445929671288,2079.4437977563184,261.12773053477446,-16.541670727609358,-17.95677916278516,1.8032328283517087,12.791702701292982,14.065084398150832,1.4024609587275219
149,2452.3734144337477,2101.5789451700257,265.66148844856656,-13.869114868858281,-14.428143347877427,1.50881581575823,13.044275019228328,13.220250046314902,1.4251319975074275
150,2502.8059065559364,2643.8462650500833,270.222507240724,-11.160066057943565,-12.865023521229793,1.2130033218071223,13.29635943612686,13.116441057877687,1.4476184029812849
151,2553.7071285243924,2635.3205164621113,274.8067334560326,-8.417009313323332,-8.402693239728178,0.9166197650369203,13.5477511252319,13.237037323515118,1.4699005786020527
152,2605.040047449683,2675.0302763451064,279.4100861512908,-5.642482969767874,-5.08167891179288,0.621542996174258,13.7982435309889,14.912157062674638,1.491958982273599
153,2656.766910255695,2755.1680619015856,284.0284606716934,-2.839076286246614,-3.143464366137673,0.33531920415214794,14.047628594301484,14.540479876496164,1.5137741479389815
154,2708.8492798024436,2512.554885656717,288.6577324572599,-0.009426987671237237,0.20854208667288374,0.14346829513053927,14.295696981884259,17.789832541919118,1.5353267072187091
155,2761.2480719077316,2829.3666322253544,293.29376087564077,2.8437812571872048,3.014794468592414,0.33480003948019327,14.542238319477821,13.215667646531438,1.5565974110778549
156,2813.923593231915,2901.2393765469633,297.93239307760393,5.717821419211428,6.359451397180534,0.6225907870955804,14.787041428684878,15.604381654943902,1.577567151500567
157,2866.8355799889628,2650.694651563486,302.5694678714821,8.609925751410477,8.00445589049906,0.9203983849220403,15.029894567180282,14.184116525799238,1.59821698315029
158,2919.9432374461558,3493.1106964825963,307.20081961285354,11.517288487813012,12.560336052903967,1.220616468716193,15.270585672041856,13.863620217523916,1.618528144993753
159,2973.2052801736636,3120.956942909186,311.822282105699,14.437068596167931,12.77585277576506,1.521351997407041,15.508902605943259,15.491096996630269,1.6384820818666217
160,3026.5799730044373,2649.6161736969925,316.42969251127863,17.366392581774882,18.988218111042276,1.8217692582607286,15.74463340594451,15.972372121950697,1.6580604659585068
161,3080.0251726639663,3290.7912867871946,321.0188952609593,20.302357339703782,20.666887743508987,2.1213442989434057,15.97756653461101,20.87205917569853,1.6772452181949586
162,3133.498370028558,2816.155911345075,325.5857459692152,23.24203305259705,24.58071962462821,2.41967215556791,16.20749113318662,15.895176417659133,1.696018529493933
163,3186.9567329700994,3446.7939156499033,330.12611534302994,26.18246613119295,22.989078899074066,2.7164017398850975,16.434197276542086,14.496660812829827,1.7143628818741783
164,3240.3571497444373,3628.0648160486667,334.6358930839246,29.120682194651152,26.42543918232188,3.011209723560719,16.657476229615693,17.130402067058263,1.7322610693929852
165,3293.656272879793,3015.353877968187,339.1109917788395,32.05368908770545,34.02680495549589,3.303788748563968,16.877120705058804,13.247130875804668,1.7496962188906973
166,3346.810563521048,3677.7758805238827,343.54735077611474,34.97847993162346,31.570267380426642,3.593841644644908,17.092925121795755,16.93046950531838,1.7666518105194777
167,3399.776336185017,3543.399719935048,347.9409400428176,37.89203620590134,39.689776155095835,3.881078430622414,17.30468586420362,17.333260732528416,1.7831116980338422
168,3452.5098038812685,3742.111539518948,352.2877639996818,40.79133085757799,35.096908354095625,4.165214711036484,17.512201541614672,18.94173540891698,1.799060128820597
169,3504.9671235525743,4181.33289703804,356.5838653299478,43.673331435015044,47.44428923292344,4.445970817778656,17.71527324784143,19.48189306410819,1.8144817636459296
170,3557.104441788493,3468.562194158351,360.8253287584086,46.53500324294637,40.7137076614629,4.723071370521554,17.913704820421906,16.992493848273675,1.8293616960975725
171,3608.877940765201,3333.7579962236086,365.0082847969935,49.37331251556845,52.13273836342949,4.996245082798144,18.107303099280312,17.829618228672675,1.8436854717001177
172,3660.2438843642803,3331.8983894556213,369.1289134532524,52.185229604412285,55.47931706013656,5.265224717274228,18.29587818449702,16.87285539327722,1.8574391066817952
173,3711.1586644228214,3406.7117694486597,373.1834478981346,54.96773217770707,51.11476021155737,5.5297471341963185,18.479243692880072,16.36907960530036,1.8706091063712704
174,3761.578847066859,3732.498535799556,377.16817808948787,57.717808427920865,61.08748231785288,5.789553399272037,18.65721701302919,19.240805433194936,1.8831824832032438
175,3811.461219080001,3941.4672274927852,381.0794543477509,60.432460284145996,62.00667461753962,6.0443889299851685,18.829619558583026,16.41598801434982,1.8951467743119854
176,3860.7628342587677,3967.264911061518,384.91369088034344,63.10870662597162,59.71723400722267,6.294003666886366,18.996277019339445,18.205794955332827,1.9064900586922038
